flight_id,drone_id,battery_id,launch_timestamp,duration_min,destination_hospital,destination_district,dest_lat,dest_lon,distance_km,payload_g,blood_product,weather,outcome,battery_pct_end
FLT-00599,ZIP-11,BAT-1256,2023-10-12 23:48:54,99.2,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1193,Platelets,Light Rain,Delivered,53
FLT-00600,ZIP-27,BAT-1191,2023-07-31 00:38:53,88.2,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,912,Fresh Frozen Plasma,Partly Cloudy,Returned - Weather,64
FLT-00601,ZIP-26,BAT-1070,2023-04-18 04:12:35,104.6,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,517,Platelets,Foggy,Partial Delivery,36
FLT-00602,ZIP-26,BAT-1653,2023-07-30 14:08:00,85.6,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,976,Packed Red Cells,Clear,Partial Delivery,19
FLT-00603,ZIP-27,BAT-1064,2023-11-30 00:13:40,112.1,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,993,Packed Red Cells,Foggy,Delivered,51
FLT-00604,ZIP-20,BAT-1289,2023-07-13 11:29:39,141.0,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1039,Fresh Frozen Plasma,Partly Cloudy,Returned - Weather,25
FLT-00605,ZIP-14,BAT-1960,2023-07-23 10:34:56,26.9,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,565,Whole Blood,Clear,Partial Delivery,30
FLT-00606,ZIP-22,BAT-1657,2023-07-08 17:58:44,23.1,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1547,Platelets,Clear,Returned - Weather,51
FLT-00607,ZIP-29,BAT-1226,2023-09-30 14:43:13,113.9,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1670,Whole Blood,Clear,Delivered,18
FLT-00608,ZIP-30,BAT-1820,2023-09-12 22:01:37,36.5,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,324,Fresh Frozen Plasma,Clear,Delivered,53
FLT-00609,ZIP-11,BAT-1725,2023-12-31 15:03:59,142.0,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1463,Fresh Frozen Plasma,Overcast,Partial Delivery,51
FLT-00610,ZIP-16,BAT-1967,2023-10-13 10:10:30,22.2,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1263,Whole Blood,Overcast,Delivered,24
FLT-00611,ZIP-17,BAT-1538,2023-03-31 23:14:37,139.2,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1367,Packed Red Cells,Partly Cloudy,Delivered,53
FLT-00612,ZIP-28,BAT-1653,2023-08-06 00:15:24,138.2,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,933,Platelets,Clear,Partial Delivery,62
FLT-00613,ZIP-27,BAT-1184,2023-06-16 02:37:38,142.0,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1022,Fresh Frozen Plasma,Partly Cloudy,Partial Delivery,60
FLT-00614,ZIP-20,BAT-1563,2023-07-27 14:18:47,40.6,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,961,Platelets,Light Rain,Delivered,66
FLT-00615,ZIP-28,BAT-1246,2023-06-17 11:22:18,141.5,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1317,Packed Red Cells,Overcast,Returned - Weather,42
FLT-00616,ZIP-22,BAT-1458,2023-12-26 22:18:53,115.1,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,200,Whole Blood,Overcast,Delivered,36
FLT-00617,ZIP-17,BAT-1307,2023-01-07 13:56:59,113.3,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,639,Fresh Frozen Plasma,Overcast,Delivered,19
FLT-00618,ZIP-28,BAT-1948,2023-11-16 14:44:26,137.1,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,516,Whole Blood,Foggy,Returned - Weather,20
FLT-00619,ZIP-28,BAT-1910,2023-05-19 08:57:06,99.0,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,711,Packed Red Cells,Overcast,Delivered,34
FLT-00620,ZIP-20,BAT-1740,2023-02-05 22:37:04,87.2,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1188,Packed Red Cells,Foggy,Delivered,49
FLT-00621,ZIP-19,BAT-1657,2023-10-01 05:01:01,139.5,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,276,Platelets,Clear,Returned - Weather,23
FLT-00622,ZIP-23,BAT-1444,2023-12-25 06:27:54,27.8,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,446,Packed Red Cells,Overcast,Partial Delivery,65
FLT-00623,ZIP-30,BAT-1796,2023-11-27 03:42:37,139.7,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,983,Whole Blood,Clear,Returned - Technical,37
FLT-00624,ZIP-17,BAT-1714,2023-01-17 05:50:47,111.7,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,513,Whole Blood,Foggy,Delivered,61
FLT-00625,ZIP-23,BAT-1227,2023-06-02 19:55:55,142.7,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,793,Platelets,Foggy,Returned - Weather,27
FLT-00626,ZIP-18,BAT-1408,2023-05-11 19:18:52,33.2,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,374,Platelets,Foggy,Returned - Weather,50
FLT-00627,ZIP-16,BAT-1572,2023-10-28 18:34:22,103.3,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1199,Platelets,Partly Cloudy,Delivered,59
FLT-00628,ZIP-23,BAT-1272,2023-03-18 09:46:40,113.7,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,862,Whole Blood,Foggy,Returned - Weather,25
FLT-00629,ZIP-21,BAT-1328,2023-06-10 20:51:50,138.3,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1416,Whole Blood,Overcast,Delivered,67
FLT-00630,ZIP-29,BAT-1452,2023-03-07 23:34:24,90.5,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,498,Platelets,Foggy,Partial Delivery,20
FLT-00631,ZIP-12,BAT-1745,2023-03-19 19:12:03,38.1,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,430,Whole Blood,Partly Cloudy,Partial Delivery,33
FLT-00632,ZIP-13,BAT-1351,2023-12-27 03:44:48,110.4,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,824,Platelets,Overcast,Delivered,48
FLT-00633,ZIP-18,BAT-1535,2023-05-10 03:18:54,23.3,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1323,Platelets,Foggy,Returned - Weather,57
FLT-00634,ZIP-26,BAT-1596,2023-02-25 03:27:12,140.5,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,289,Fresh Frozen Plasma,Clear,Delivered,28
FLT-00635,ZIP-10,BAT-1670,2023-04-21 13:11:53,23.2,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,336,Platelets,Foggy,Returned - Weather,60
FLT-00636,ZIP-10,BAT-1110,2023-09-15 17:26:12,89.4,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,799,Platelets,Overcast,Partial Delivery,32
FLT-00637,ZIP-29,BAT-1496,2023-07-17 17:56:21,105.5,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1288,Whole Blood,Clear,Delivered,29
FLT-00638,ZIP-26,BAT-1253,2023-07-14 16:24:13,40.3,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,824,Fresh Frozen Plasma,Foggy,Returned - Weather,49
FLT-00639,ZIP-21,BAT-1360,2023-10-17 08:13:27,99.0,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1480,Fresh Frozen Plasma,Overcast,Returned - Technical,33
FLT-00640,ZIP-10,BAT-1911,2023-04-18 09:22:18,115.7,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1336,Fresh Frozen Plasma,Overcast,Delivered,32
FLT-00641,ZIP-22,BAT-1747,2023-05-13 23:40:40,39.8,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1266,Packed Red Cells,Partly Cloudy,Delivered,44
FLT-00642,ZIP-24,BAT-1337,2023-08-11 17:48:05,33.8,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1310,Packed Red Cells,Overcast,Returned - Weather,31
FLT-00643,ZIP-19,BAT-1141,2023-02-24 01:37:36,139.6,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1610,Packed Red Cells,Partly Cloudy,Partial Delivery,45
FLT-00644,ZIP-27,BAT-1069,2023-09-13 02:31:23,40.0,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1291,Whole Blood,Partly Cloudy,Delivered,29
FLT-00645,ZIP-23,BAT-1326,2023-11-23 06:55:00,89.7,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1042,Fresh Frozen Plasma,Clear,Partial Delivery,46
FLT-00646,ZIP-16,BAT-1797,2023-12-29 21:21:12,141.5,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,418,Packed Red Cells,Overcast,Delivered,29
FLT-00647,ZIP-17,BAT-1627,2023-10-24 08:31:32,29.5,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1421,Packed Red Cells,Foggy,Delivered,32
FLT-00648,ZIP-25,BAT-1619,2023-01-11 09:07:30,137.8,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1658,Fresh Frozen Plasma,Light Rain,Delivered,29
FLT-00649,ZIP-11,BAT-1231,2023-07-11 02:36:17,101.5,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1036,Whole Blood,Partly Cloudy,Delivered,35
FLT-00650,ZIP-12,BAT-1209,2023-03-28 16:21:20,103.6,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,562,Platelets,Partly Cloudy,Partial Delivery,57
FLT-00651,ZIP-11,BAT-1794,2023-09-25 09:20:42,100.3,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1445,Platelets,Light Rain,Delivered,64
FLT-00652,ZIP-11,BAT-1656,2023-06-03 07:45:03,87.5,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1266,Whole Blood,Foggy,Returned - Weather,46
FLT-00653,ZIP-22,BAT-1550,2023-11-18 10:17:34,104.7,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1705,Whole Blood,Partly Cloudy,Returned - Weather,53
FLT-00654,ZIP-24,BAT-1298,2023-07-20 16:38:57,103.8,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1015,Fresh Frozen Plasma,Clear,Delivered,67
FLT-00655,ZIP-11,BAT-1941,2023-06-29 10:04:02,84.0,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1613,Packed Red Cells,Overcast,Returned - Weather,47
FLT-00656,ZIP-27,BAT-1599,2023-06-25 16:07:52,135.6,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,477,Platelets,Foggy,Returned - Weather,44
FLT-00657,ZIP-16,BAT-1917,2023-06-25 08:33:38,82.8,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1131,Whole Blood,Light Rain,Returned - Weather,34
FLT-00658,ZIP-13,BAT-1750,2023-09-26 21:16:25,87.8,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,386,Whole Blood,Partly Cloudy,Returned - Technical,63
FLT-00659,ZIP-26,BAT-1810,2023-09-04 11:58:59,100.6,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1453,Packed Red Cells,Foggy,Returned - Technical,42
FLT-00660,ZIP-14,BAT-1579,2023-05-29 01:30:52,109.5,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,532,Packed Red Cells,Partly Cloudy,Delivered,29
FLT-00661,ZIP-24,BAT-1787,2023-01-21 04:14:54,138.3,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,791,Packed Red Cells,Overcast,Returned - Technical,25
FLT-00662,ZIP-25,BAT-1469,2023-03-21 00:42:53,32.6,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1221,Whole Blood,Overcast,Delivered,56
FLT-00663,ZIP-29,BAT-1081,2023-04-03 15:11:13,99.4,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1429,Whole Blood,Light Rain,Delivered,33
FLT-00664,ZIP-15,BAT-1050,2023-04-19 06:12:01,114.1,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,503,Whole Blood,Foggy,Partial Delivery,59
FLT-00665,ZIP-29,BAT-1591,2023-01-15 12:15:54,83.8,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,811,Fresh Frozen Plasma,Clear,Returned - Technical,23
FLT-00666,ZIP-19,BAT-1688,2023-02-12 12:54:23,24.9,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1451,Packed Red Cells,Partly Cloudy,Delivered,47
FLT-00667,ZIP-19,BAT-1786,2023-08-14 02:21:25,137.8,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,861,Fresh Frozen Plasma,Clear,Delivered,42
FLT-00668,ZIP-13,BAT-1137,2023-10-22 19:11:30,25.0,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1622,Fresh Frozen Plasma,Foggy,Returned - Weather,39
FLT-00669,ZIP-13,BAT-1059,2023-06-10 22:30:11,113.4,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1370,Whole Blood,Partly Cloudy,Returned - Weather,48
FLT-00670,ZIP-20,BAT-1623,2023-09-25 16:43:23,139.8,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,731,Fresh Frozen Plasma,Overcast,Delivered,26
FLT-00671,ZIP-29,BAT-1904,2023-08-07 18:07:55,113.1,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,676,Fresh Frozen Plasma,Light Rain,Delivered,30
FLT-00672,ZIP-16,BAT-1868,2023-02-16 03:46:13,21.8,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1460,Platelets,Clear,Returned - Technical,44
FLT-00673,ZIP-16,BAT-1655,2023-05-10 21:10:09,24.4,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1613,Fresh Frozen Plasma,Partly Cloudy,Delivered,34
FLT-00674,ZIP-20,BAT-1116,2023-04-30 18:38:53,24.0,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,899,Platelets,Foggy,Delivered,64
FLT-00675,ZIP-20,BAT-1338,2023-08-28 11:28:26,116.9,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1577,Platelets,Partly Cloudy,Delivered,48
FLT-00676,ZIP-27,BAT-1471,2023-09-08 23:54:53,22.7,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,886,Platelets,Partly Cloudy,Returned - Technical,68
FLT-00677,ZIP-20,BAT-1694,2023-12-27 13:37:45,103.6,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1337,Whole Blood,Foggy,Delivered,31
FLT-00678,ZIP-14,BAT-1992,2023-09-24 11:15:38,111.8,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,774,Whole Blood,Overcast,Delivered,39
FLT-00679,ZIP-22,BAT-1620,2023-09-01 13:30:15,102.0,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,583,Whole Blood,Partly Cloudy,Returned - Weather,68
FLT-00680,ZIP-12,BAT-1423,2023-10-02 03:33:26,89.5,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1217,Packed Red Cells,Clear,Delivered,41
FLT-00681,ZIP-15,BAT-1309,2023-11-19 09:06:14,105.3,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,429,Fresh Frozen Plasma,Partly Cloudy,Returned - Weather,68
FLT-00682,ZIP-10,BAT-1518,2023-10-30 07:31:54,23.2,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1188,Packed Red Cells,Clear,Delivered,30
FLT-00683,ZIP-13,BAT-1146,2023-12-25 22:55:07,86.5,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1257,Packed Red Cells,Foggy,Delivered,31
FLT-00684,ZIP-11,BAT-1954,2023-01-15 10:41:39,138.6,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1607,Whole Blood,Foggy,Returned - Weather,39
FLT-00685,ZIP-10,BAT-1319,2023-12-12 13:48:47,98.1,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1382,Fresh Frozen Plasma,Foggy,Partial Delivery,58
FLT-00686,ZIP-20,BAT-1545,2023-05-05 20:49:18,34.2,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1782,Platelets,Overcast,Delivered,60
FLT-00687,ZIP-29,BAT-1015,2023-04-17 03:19:17,22.8,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1346,Whole Blood,Overcast,Delivered,31
FLT-00688,ZIP-19,BAT-1965,2023-05-17 07:12:06,113.6,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1375,Packed Red Cells,Overcast,Delivered,28
FLT-00689,ZIP-11,BAT-1454,2023-05-02 04:14:57,26.5,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,466,Whole Blood,Overcast,Returned - Weather,48
FLT-00690,ZIP-22,BAT-1436,2023-01-20 20:17:02,135.8,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,566,Platelets,Clear,Delivered,57
FLT-00691,ZIP-27,BAT-1776,2023-05-02 14:09:28,85.3,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,360,Platelets,Partly Cloudy,Returned - Technical,54
FLT-00692,ZIP-30,BAT-1700,2023-02-06 08:02:29,39.1,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1654,Platelets,Light Rain,Delivered,48
FLT-00693,ZIP-15,BAT-1401,2023-03-29 03:54:55,33.7,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1632,Fresh Frozen Plasma,Foggy,Delivered,68
FLT-00694,ZIP-21,BAT-1115,2023-06-26 06:54:15,86.5,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1180,Platelets,Clear,Delivered,72
FLT-00695,ZIP-22,BAT-1105,2023-04-20 20:49:45,38.7,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1662,Whole Blood,Foggy,Returned - Weather,38
FLT-00696,ZIP-22,BAT-1472,2023-09-10 11:19:33,109.7,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1409,Platelets,Overcast,Returned - Weather,33
FLT-00697,ZIP-28,BAT-1213,2023-04-05 21:21:55,113.6,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1082,Platelets,Light Rain,Returned - Weather,54
FLT-00698,ZIP-12,BAT-1685,2023-07-31 17:21:30,88.2,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1714,Platelets,Partly Cloudy,Returned - Technical,25
FLT-00699,ZIP-19,BAT-1180,2023-08-20 17:49:34,112.9,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1031,Whole Blood,Foggy,Delivered,56
FLT-00700,ZIP-11,BAT-1676,2023-09-24 11:24:14,28.1,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,385,Packed Red Cells,Light Rain,Delivered,70
FLT-00701,ZIP-14,BAT-1150,2023-12-11 19:52:36,37.2,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1127,Fresh Frozen Plasma,Clear,Partial Delivery,42
FLT-00702,ZIP-20,BAT-1898,2023-08-13 16:42:40,112.7,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,813,Fresh Frozen Plasma,Partly Cloudy,Returned - Technical,45
FLT-00703,ZIP-29,BAT-1008,2023-12-22 15:31:01,137.7,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1245,Platelets,Clear,Returned - Weather,72
FLT-00704,ZIP-11,BAT-1991,2023-11-28 07:55:27,34.9,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,201,Fresh Frozen Plasma,Overcast,Returned - Weather,25
FLT-00705,ZIP-20,BAT-1640,2023-12-03 10:43:08,82.9,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1657,Platelets,Light Rain,Returned - Technical,43
FLT-00706,ZIP-16,BAT-1142,2023-06-19 06:15:54,102.1,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1337,Platelets,Partly Cloudy,Delivered,71
FLT-00707,ZIP-14,BAT-1686,2023-11-23 11:01:10,86.0,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,475,Whole Blood,Overcast,Partial Delivery,22
FLT-00708,ZIP-12,BAT-1139,2023-01-07 08:24:26,136.1,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,481,Platelets,Light Rain,Returned - Technical,47
FLT-00709,ZIP-27,BAT-1434,2023-08-23 23:41:28,142.4,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1121,Platelets,Foggy,Delivered,40
FLT-00710,ZIP-17,BAT-1510,2023-03-14 09:41:52,36.0,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1658,Fresh Frozen Plasma,Clear,Returned - Weather,44
FLT-00711,ZIP-21,BAT-1494,2023-08-13 01:59:35,112.1,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,431,Platelets,Clear,Returned - Weather,62
FLT-00712,ZIP-18,BAT-1797,2023-02-25 10:21:04,27.4,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1152,Whole Blood,Foggy,Partial Delivery,51
FLT-00713,ZIP-27,BAT-1648,2023-02-04 14:22:47,111.1,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1387,Fresh Frozen Plasma,Clear,Returned - Technical,57
FLT-00714,ZIP-26,BAT-1464,2023-12-18 04:01:30,24.3,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1160,Fresh Frozen Plasma,Clear,Delivered,44
FLT-00715,ZIP-29,BAT-1711,2023-11-07 05:58:46,85.0,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1734,Fresh Frozen Plasma,Partly Cloudy,Delivered,64
FLT-00716,ZIP-19,BAT-1052,2023-04-12 09:30:21,109.7,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1710,Whole Blood,Light Rain,Returned - Weather,36
FLT-00717,ZIP-18,BAT-1802,2023-02-02 07:03:01,98.7,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,716,Packed Red Cells,Clear,Partial Delivery,57
FLT-00718,ZIP-29,BAT-1114,2023-04-18 03:12:33,89.5,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,557,Packed Red Cells,Clear,Returned - Technical,60
FLT-00719,ZIP-17,BAT-1717,2023-05-24 20:28:35,104.2,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1193,Packed Red Cells,Overcast,Partial Delivery,69
FLT-00720,ZIP-14,BAT-1609,2023-12-02 00:33:24,109.4,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1215,Platelets,Clear,Delivered,67
FLT-00721,ZIP-21,BAT-1591,2023-04-03 15:49:51,103.0,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,311,Fresh Frozen Plasma,Partly Cloudy,Delivered,66
FLT-00722,ZIP-27,BAT-1764,2023-01-21 15:33:06,22.9,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,678,Platelets,Light Rain,Delivered,61
FLT-00723,ZIP-23,BAT-1891,2023-06-01 17:43:13,138.7,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,224,Fresh Frozen Plasma,Partly Cloudy,Returned - Weather,69
FLT-00724,ZIP-27,BAT-1099,2023-05-29 14:32:10,103.1,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1505,Fresh Frozen Plasma,Foggy,Returned - Technical,72
FLT-00725,ZIP-18,BAT-1276,2023-08-26 08:08:16,105.1,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,401,Fresh Frozen Plasma,Overcast,Delivered,59
FLT-00726,ZIP-28,BAT-1688,2023-06-02 03:49:02,112.9,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1777,Packed Red Cells,Partly Cloudy,Returned - Technical,51
FLT-00727,ZIP-10,BAT-1560,2023-09-21 10:47:27,88.2,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1577,Whole Blood,Partly Cloudy,Delivered,71
FLT-00728,ZIP-17,BAT-1359,2023-01-05 21:29:18,24.9,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1685,Fresh Frozen Plasma,Foggy,Delivered,34
FLT-00729,ZIP-29,BAT-1961,2023-01-14 11:17:32,32.8,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1544,Packed Red Cells,Clear,Delivered,56
FLT-00730,ZIP-29,BAT-1876,2023-02-17 13:09:58,140.6,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,466,Platelets,Clear,Delivered,60
FLT-00731,ZIP-15,BAT-1712,2023-08-09 02:08:37,141.3,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,718,Fresh Frozen Plasma,Partly Cloudy,Delivered,47
FLT-00732,ZIP-20,BAT-1708,2023-12-30 19:50:57,135.5,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,727,Packed Red Cells,Light Rain,Delivered,67
FLT-00733,ZIP-18,BAT-1061,2023-04-18 22:30:23,27.8,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,742,Packed Red Cells,Light Rain,Delivered,46
FLT-00734,ZIP-15,BAT-1402,2023-07-11 05:10:45,29.4,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1521,Platelets,Partly Cloudy,Returned - Weather,24
FLT-00735,ZIP-13,BAT-1658,2023-07-30 05:03:24,38.7,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1104,Fresh Frozen Plasma,Partly Cloudy,Returned - Weather,24
FLT-00736,ZIP-10,BAT-1456,2023-01-29 13:39:32,22.2,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1219,Packed Red Cells,Overcast,Partial Delivery,59
FLT-00737,ZIP-22,BAT-1337,2023-01-01 14:05:13,142.4,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1376,Whole Blood,Light Rain,Returned - Weather,50
FLT-00738,ZIP-12,BAT-1799,2023-10-27 16:09:12,138.8,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1306,Packed Red Cells,Light Rain,Delivered,18
FLT-00739,ZIP-21,BAT-1957,2023-09-25 22:22:51,104.2,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,882,Fresh Frozen Plasma,Light Rain,Delivered,43
FLT-00740,ZIP-20,BAT-1547,2023-09-03 19:12:25,29.6,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,364,Platelets,Clear,Delivered,66
FLT-00741,ZIP-16,BAT-1676,2023-09-09 19:51:51,84.3,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,812,Platelets,Foggy,Delivered,24
FLT-00742,ZIP-16,BAT-1448,2023-09-25 18:28:41,137.8,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,486,Whole Blood,Clear,Returned - Technical,30
FLT-00743,ZIP-12,BAT-1398,2023-10-07 18:27:14,29.6,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1307,Fresh Frozen Plasma,Partly Cloudy,Delivered,49
FLT-00744,ZIP-11,BAT-1347,2023-11-21 05:46:34,115.7,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,891,Whole Blood,Clear,Delivered,43
